smiles,u0_atom
CC1OC1C(=N)N,-1466.69
CC1OC1[CH][N]O,-1359.52
C1CC1NC1CC1,-1764.8
CC1OC1C(N)=O,-1407.06
CC1OCC1CN,-1716.78
CC1(O)CC1CN,-1719.54
CC1OCC1(C)N,-1716.3
CC1OCC1C#N,-1453.68
CC1OCC2NC21,-1578.52
C=C1OCC2NC12,-1439.59
Cc1occc1N,-1475.01
CC1OCCC1N,-1735.08
CC1(O)CCC1N,-1716.2
C1CC2CC1CN2,-1802.8
CC1OC=CC1N,-1597.15
CC1OC(C)C1N,-1716.05
CC1(O)CCNC1,-1735.96
CC1(O)CC(N)C1,-1718.87
CC1OCC=NO1,-1371.65
CC1(O)C(N)C1N,-1587.24
C1CC2CC2CN1,-1782.24
CC1(O)C(N)C1O,-1519.3
CC1(O)CNC1=O,-1411.95
C=C1C=NN=CO1,-1181.09
CC1(O)C=NN=C1,-1317.48
CC1(O)C=NNC1,-1462.38
CC1C=NN=CO1,-1317.94
CC1OC(=O)C1N,-1409.98
C=C1C=NOCO1,-1231.24
CC1(O)C=NOC1,-1377.11
CC1C=NOCO1,-1368.22
C1CC2(CC2)CN1,-1784.71
CC1C=NOC1C,-1576.91
C=C1C=NOC1C,-1437.02
Cc1oncc1N,-1330.88
CC1ON=CC1N,-1447.98
Cc1oncc1O,-1260.07
CC1ON=CC1O,-1377.38
CC1C=CC=NO1,-1430.41
CC1=NOC(C)O1,-1386.37
CCc1ccno1,-1459.17
C=Cc1ccno1,-1314.58
C1CC2CCC1N2,-1804.68
C#Cc1ccno1,-1155.76
C=CC1CC=NO1,-1428.24
C#CC1CC=NO1,-1270.23
CCC1CC=NO1,-1575.73
CCc1ccon1,-1457.93
C=Cc1ccon1,-1314.33
C#Cc1ccon1,-1154.32
C=CC1CC(=O)N1,-1464.48
CCC1CC(=O)N1,-1612.25
C=CC1CN1C=O,-1435.86
C1CC2CC(C1)N2,-1782.21
CCC1CN1C=O,-1583.64
C=CC1CNC1=O,-1462.41
CCC1C(N)C1O,-1716.28
CCC1CNC1=O,-1610.96
CCC1(CN)CO1,-1715.42
CC[C]1C=N[N]O1,-1322.92
C=C[C]1C=N[N]O1,-1178.37
C1CC2CCC2N1,-1747.9
C#C[C]1C=N[N]O1,-1018.44
CCc1cnoc1,-1455.55
C=Cc1cnoc1,-1312.81
C#Cc1cnoc1,-1155.4
CCc1cnon1,-1311.5
C=Cc1cnon1,-1166.51
C#Cc1cnon1,-1006.46
C1CC2CC(C2)N1,-1782.79
CCC1(CO)CN1,-1712.22
C=CC1C=NOC1,-1426.77
C#CC1C=NOC1,-1269.43
CC=C1C=NOC1,-1435.52
CCC1C=NOC1,-1572.63
CCC1=N[N]O[CH]1,-1321.07
C=CC1=N[N]O[CH]1,-1177.01
C#CC1=N[N]O[CH]1,-1017.04
CCC1NC1CO,-1716.29
C=CC1NC1C=O,-1435.28
C1CC2CCN2C1,-1763.23
CCC1(CC)CC1,-2045.81
CCC1NC1C=O,-1583.22
CCC1NCC1O,-1714.18
C=CC1NCC1=O,-1441.21
CCC1(N)CC1O,-1719.81
CCC1NCC1=O,-1589.06
C1CC2(CN1)CN2,-1652.72
CCC1(N)COC1,-1713.57
CCc1nnco1,-1346.72
C=Cc1nnco1,-1202.77
C#Cc1nnco1,-1040.33
C=CC1=NOCC1,-1436.41
C#CC1=NOCC1,-1274.45
C1=NCCC2CN12,-1518.02
CCC1=NOCC1,-1577.48
C=CC1=NOCO1,-1237.84
C#CC1=NOCO1,-1072.55
CCC1=NOCO1,-1380.68
CCC1OC1CN,-1713.86
C=CC1OC1C#N,-1301.46
C#CC1OC1C#N,-1143.43
CCC1OC1C#N,-1449.59
CCC1OCC1N,-1714.67
CCC1(O)CC1N,-1719.6
C1=NN2CC2CC1,-1497.58
CCC1(O)CNC1,-1711.42
C=CC1OC=NO1,-1231.26
C#CC1OC=NO1,-1070.27
CCC1OC=NO1,-1379.81
C[CH]C(C)=C[N]O,-1569.88
CC=C(C)C(N)=O,-1620.12
CC=CC(C)=NO,-1571.09
CC=CC[CH][N]O,-1563.58
CC=CCC(N)=O,-1617.73
C=C(C)C(C)=NO,-1566.16
C1CC2CN(C1)C2,-1774.75
C=C(C)C[CH][N]O,-1563.71
C=C(C)CC(N)=O,-1618.54
C=CC(C)[CH][N]O,-1559.93
C=CC(C)C(N)=O,-1614.9
C[C](C)C=C[N]O,-1570.47
CC(C)=CC(N)=O,-1621.62
CC(C)(C)[CH][N]O,-1706.44
CC(C)(C)C(N)=O,-1759.32
CC(=NO)C(C)C,-1710.3
CC(C)C[CH][N]O,-1706.45
C1CC2CNC2C1,-1748.95
CC(C)CC(N)=O,-1760.86
C#CC(C)C(N)=O,-1457.69
C=CCC(C)=NO,-1564.76
C#CCC(C)=NO,-1407.66
CC#CC(C)=NO,-1415.29
CC#CC[CH][N]O,-1410.14
CC#CCC(N)=O,-1464.74
CC[CH]C=C[N]O,-1568.04
CCC=CC(N)=O,-1619.98
[CH2]C(=C[N]O)CC,-1566.5
C1CC2CNCC12,-1758.41
C=C(CC)C(N)=O,-1617.24
C=CC(CC)=NO,-1565.37
CCC(C)[CH][N]O,-1706
CCC(C)C(N)=O,-1759.89
CCC(CC)=NO,-1708.82
CCC#C[CH][N]O,-1409.25
CCC#CC(N)=O,-1462.2
CCCC(C)=NO,-1709.71
CCCC[CH][N]O,-1705.63
CCCCC(N)=O,-1760.42
c1[nH]cc2c1CC2,-1512.19
C=C(C=O)CC#N,-1328.29
C=CCCNC=O,-1606.45
CC=C(CN)CO,-1723.84
CC=CC(N)CO,-1725
CC=CCNC=O,-1608.25
C=C(C)C(N)CO,-1724.16
C=C(C)CNC=O,-1607.6
C1=NNC2CCC12,-1512.4
CC(C)(C)NC=O,-1752.28
CC(C)(CN)CO,-1866.88
CC(C)C(N)CO,-1866.72
CC(C)CNC=O,-1751.84
CC(C=O)CC#N,-1471.49
CC#CC(N)CO,-1572.15
CC#CCNC=O,-1454.72
C1=CC2CCC1N2,-1653.9
CCC(C=O)=CN,-1603.19
CCC(C)(N)CO,-1867.1
CCC(C)NC=O,-1752.2
CCC(CN)CO,-1865.59
CCCC(N)CO,-1867.38
CCCCNC=O,-1750.9
CC=CC(=N)NO,-1440.53
C=C(C)C(=N)NO,-1438.99
CC(C=CN)=NO,-1441.86
CC(C)C(=N)NO,-1581.66
C1=CC2NC2CC1,-1650.28
CCC1CC(C)C1,-2046.26
CC(CC#N)=NO,-1316.78
CC(CCN)=NO,-1580.73
CC#CC(=N)NO,-1282.56
CCC(CN)=NO,-1578.06
CCCC(=N)NO,-1580.76
CCC(C)=NOC,-1700.41
CCC(CN)OC,-1854.36
CCC[CH][N]OC,-1696.54
C=C(C#N)CC=O,-1324.75
C=CC(C#N)C=O,-1318.51
C1CC2NC2CN1,-1655.11
C=CCC(=O)C#N,-1320.39
CC=C(C#N)C=O,-1328.91
CC=C(C#N)CO,-1459.48
CC=CC(=O)C#N,-1328.43
CC=CC(O)CN,-1725.7
CC=CC(O)C#N,-1455.67
C=C(C)C(=O)C#N,-1327.04
C=C(C)C(O)CN,-1723.47
C=C(C)C(O)C#N,-1455.07
CC(C#N)=CC=O,-1329.52
C1CC2NCC2N1,-1603.13
CC(C#N)=CCO,-1460.27
CC(C)(C#N)C=O,-1465.82
CC(C)(C#N)CO,-1602.95
CC(C)C(=O)C#N,-1467.66
CC(C)C(O)CN,-1867.98
CC(C)C(O)C#N,-1600.25
CC(C#N)CC=O,-1469.35
CC(C#N)CCO,-1603.22
CC#CC(=O)C#N,-1167.84
CC#CC(O)CN,-1570.67
C1=NC2CCC2N1,-1531.9
CC#CC(O)C#N,-1299.39
CCC(C#N)C=O,-1466.92
CCC(C)(O)CN,-1869.38
CCC(C)(O)C#N,-1601.96
CCC(C#N)CO,-1602.66
CCCC(=O)C#N,-1468.02
CCCC(O)CN,-1868.72
CCCC(O)C#N,-1599.7
[CH2][N]OCCC=C,-1548.4
[CH2][N]OCC=CC,-1551.09
c1n[nH]c2c1CC2,-1376.82
[CH2][N]OCC(=C)C,-1550.5
[CH2][N]OC(C)(C)C,-1698.22
[CH2][N]OCC(C)C,-1694.5
[CH2][N]OCC#CC,-1396.43
[CH2][N]OC(C)CC,-1696.1
CCC(CO)NC,-1858.93
CCCC(=O)NC,-1754.43
[CH2][N]OCCCC,-1694.05
CC=CC(=O)NN,-1472.35
C=C(C)C(=O)NN,-1469.98
C1CC(C2CN2)C1,-1765.89
CC(C)C(=O)NN,-1611.5
CC(CCO)=NN,-1585.54
CC#CC(=O)NN,-1312.18
CCC(CO)=NN,-1583
CCCC(=O)NN,-1611.86
CC=CC(=O)NO,-1386.2
C=C(C)C(=O)NO,-1383.69
CC(C)C(=O)NO,-1525.53
CC(CC=O)=NO,-1379.19
CC(CCO)=NO,-1510.6
C1CC(N2CC2)C1,-1756.36
CC#CC(=O)NO,-1225.13
CCC(C=O)=NO,-1375.68
CCC(CO)=NO,-1508.09
CCCC(=O)NO,-1525.9
C=C(C#N)C1CO1,-1301.69
CC(C)(N)C1CO1,-1712.18
CC(C#N)C1CO1,-1447.67
CC(CN)C1CO1,-1712.06
CCC(N)C1CO1,-1712.32
CCCNCCO,-1860.52
C1CCC2(C1)CN2,-1787.24
C=CCNCC=O,-1579.68
CC=CN(C)C=O,-1608.06
CC(C)NCCO,-1861.53
CC(C)(N)CCO,-1869.5
CC(C)N(C)C=O,-1745.44
CC(=O)NC(C)C,-1758.24
CC(C)NCC=O,-1726.58
CC(=O)C(C)C#N,-1474.78
C1=CC2CC(C1)N2,-1638.25
CC(CN)CCO,-1862.12
CC(=CCO)CN,-1720.81
CCC(N)CCO,-1868.38
CCC(N)=CC=O,-1605.4
CCC(N)C(C)O,-1870.07
CCC(C=O)NC,-1724.52
CCCN(C)C=O,-1745.69
CCCNC(C)=O,-1756.68
CCCNCC=O,-1725.12
CC=CN=CNO,-1436.2
C1=CC2CN(C1)C2,-1632.12
C=C(C)N=CNO,-1432.42
CC([CH]N)=C[N]O,-1444.18
CC(=CN)C(N)=O,-1498.67
CC(C)(N)[CH][N]O,-1576.84
CC(C)(N)C(N)=O,-1634.47
CC(C)[N][CH]NO,-1574.25
CC(C)NC(N)=O,-1642.43
CC(C#N)C(N)=O,-1365.61
C1CCC2NC2C1,-1747.92
CCCC1CC1C,-2046.22
C1C2CC3C1C3C2,-1795
CC([CH][N]O)CN,-1576.15
CC(CN)C(N)=O,-1629.72
CCC(N)[CH][N]O,-1573.91
CCC(N)C(N)=O,-1633.17
CCC(=NO)NC,-1584.46
CCC[N][CH]NO,-1571.21
CCCNC(N)=O,-1639.68
CCC(N)COC,-1854.62
CC(=CN)C(=O)O,-1423.95
CC(C)(N)C(=O)O,-1564.18
C1=CCC2NC2C1,-1605.94
CC(CN)C(=O)O,-1563.52
CCC(N)C(=O)O,-1562.46
[CH2]C=C[N]NC=O,-1330.99
C=CC(=N)NC=O,-1350.15
C=CCNNC=O,-1456.37
CC=CN(N)C=O,-1465.05
C=C(C)N(N)C=O,-1463.46
CC(C)=NNC=O,-1476.44
CC(C)N(N)C=O,-1604.42
CC(C)NNC=O,-1604.32
C1=CCCNCC1,-1787.38
CC(CN)NC=O,-1624.83
CC[CH][N]NC=O,-1471.89
CCC(=N)N(C)O,-1576.73
CCC(=N)NC=O,-1494.99
CCCN(N)C=O,-1603.51
CCCNNC=O,-1600.89
CCC(=N)NOC,-1569.66
C#CC(C)[CH][N]O,-1399.92
C=COC(C)CN,-1717.64
C#CC(CC)=NO,-1407.05
C1=CCCNN=C1,-1519.13
CC=CN(O)C=N,-1434.72
C=C(C)N(O)C=N,-1433.7
CC(C#N)[CH][N]O,-1311.11
CC(C)N(O)C=N,-1575.03
CCC(C#N)=NO,-1313.95
CCCN(O)C=N,-1573.75
[CH2]C=C[N]OC=O,-1240.08
CC=CN(O)C=O,-1381.59
C=C(C)N(O)C=O,-1380.76
CC(C)=NOC=O,-1387.19
C1=CCN2CC2C1,-1611.14
CC(C)N(O)C=O,-1521.04
CC(CN)OC=O,-1548.93
CC[CH][N]OC=O,-1382.32
CCCN(O)C=O,-1516.96
[CH2][N]OC(C)CN,-1565.88
C=C(C=O)C1CN1,-1441.33
C=CC(=O)C1CN1,-1441.36
CC(C=O)C1CN1,-1582.48
CC(C)(O)C1CN1,-1718.74
CC(CO)C1CN1,-1716.23
C1CCCNCC1,-1928.85
CCC(=O)C1CN1,-1586.25
CCC(O)C1CN1,-1717.66
CCCOCCN,-1857.18
C=CC(=O)CC#N,-1329.29
C=CCOCC#N,-1443.62
C#CCOCC#N,-1285.86
CC=COCCN,-1718.14
CC=COCC#N,-1449.32
C=C(C)OCCN,-1721.01
C=C(C)OCC#N,-1452.21
CC(C=O)=CC#N,-1332.68
CC(C)OCCN,-1858.92
CC(C)(O)CCN,-1871.12
CC(C)(O)CC#N,-1605.88
CC(C)OCC#N,-1591.14
CC(CO)CCN,-1862.52
CC(=CCN)CO,-1720.9
CC(=CC#N)CO,-1461.74
CC(CO)CC#N,-1602.52
CCC(=O)C=CN,-1609.47
C1=CCC=NN=C1,-1374.26
CCC(=O)CC#N,-1474.1
CCC(O)CCN,-1868.2
CCC(O)C(C)N,-1866.44
CCC(O)CC#N,-1604.09
CCC(C#N)OC,-1590.5
CCCOCC#N,-1590.46
CCC(=O)CNC,-1732.12
CCC(O)CNC,-1861.05
CC=CO[CH][N]N,-1439.4
C=C(C)O[CH][N]N,-1438.88
C1=NNCCCC1,-1654.22
CC(C)(O)[CH][N]N,-1584.95
CC(C)O[CH][N]N,-1585.62
CC([CH][N]N)CO,-1584.23
CCC(=O)C(=N)N,-1485.74
CCC(O)[CH][N]N,-1582.74
C1CC(C2CC2)N1,-1765.39
CCC(=NN)OC,-1585.07
CCCO[CH][N]N,-1584.06
CC=CO[CH][N]O,-1361.9
C=C(C)O[CH][N]O,-1361.23
CC([CH][N]O)C=O,-1373.53
CC(C=O)C(N)=O,-1427.02
CC(C)(O)[CH][N]O,-1508.07
CC(C)(O)C(N)=O,-1564.68
C1CC(C2CN2)N1,-1633.27
CC(C)C1CC1C,-2047.3
CC(C)O[CH][N]O,-1507.55
CC(C)OC(N)=O,-1573.35
CC([CH][N]O)CO,-1507.79
CC(CO)C(N)=O,-1561.21
CCC(=O)[CH][N]O,-1381.73
CCC(=O)C(N)=O,-1435.09
CCC(O)[CH][N]O,-1505.83
CCC(O)C(N)=O,-1561.71
CCC(=NO)OC,-1503.28
CCCO[CH][N]O,-1505.79
C1CCN2CC2C1,-1780.38
CCCOC(N)=O,-1570.55
C=CC(=O)N1CC1,-1443.43
CC(C=O)N1CC1,-1575.89
CC(CO)N1CC1,-1709.14
CCC(=O)N1CC1,-1588.76
CC(C=O)N(C)C,-1718.61
CC(CO)N(C)C,-1853.35
CCC(=O)N(C)C,-1746.71
C[CH][N]OCCC,-1699.99
C1=NCCCCN1,-1672.42
C=CC(=O)NC=N,-1350.11
C=CCONC=N,-1423.32
CC(C)ONC=N,-1571.43
CC(CO)NC=N,-1606.55
CCC(=O)N(C)N,-1605.15
CCC(=O)NC=N,-1495.08
CCCONC=N,-1569.97
C=CC(=O)NC=O,-1293.48
C=CCONC=O,-1365.61
C1=NN=CCCC1,-1511.47
CC(C)ONC=O,-1514.91
CC(CO)NC=O,-1554.23
CCC(=O)N(C)O,-1523.34
CCC(=O)NC=O,-1438.99
CCCONC=O,-1512.49
[CH2][N]NC(=O)C=C,-1327.09
[CH2][N][N][C](C)C=O,-1312.8
[CH2][N][N][C](C)CO,-1446.64
[CH2][N]NC(C)CO,-1577.79
CCC(=O)NNC,-1605.95
C1NCC1N1CC1,-1619.37
[CH2][N]NC(=O)CC,-1472.37
CCC(=O)NOC,-1515.68
[CH2][N]OC(=O)C=C,-1237.81
[CH2][N]OC(C)CO,-1497.07
[CH2][N]OC(=O)CC,-1382.97
CCN1CC1CO,-1710.9
CCN1CC1C=O,-1577.91
C=CN1CCC1=O,-1471.71
CCN1CCC1=O,-1609.94
CCN1CC(=O)C1,-1584.2
C1NC1CN1CC1,-1625.54
CCN1CC(O)C1,-1709.01
CCNC1CC1O,-1709.38
CC(N)C1CC1O,-1718.24
CC(N)C1CCO1,-1714.28
CC(N)C1(C)CO1,-1715.47
CCNC1COC1,-1703.79
CC(N)C1COC1,-1713.57
CC(N)C1OC1C,-1717.09
CC(N)C1(O)CC1,-1720.2
CCNCC1CO1,-1706.79
C1=CC2CN2CC1,-1643.51
CC(N)CC1CO1,-1713.09
CCNCCCO,-1858.16
C=CN(C=C)C=O,-1457.71
CC(N)CCCO,-1864.13
CC(N)=C(C)C=O,-1605.65
CC(=O)C=C(C)N,-1609.38
CC(N)C=CCO,-1721.45
C=C(CO)C(C)N,-1723.15
CC(N)C(C)CO,-1867.54
CC(N)C(C)(C)O,-1871.07
C1CN2CC2CN1,-1642.63
CC(N)C#CCO,-1564
CC(N)CC(C)O,-1870.48
C=CN(C=O)CC,-1606.54
CCN(C)CCO,-1853.29
CCN(C)C(C)=O,-1748.27
CCN(C)CC=O,-1719.24
CCN(C=O)CC,-1746.49
CCNC(C)CO,-1859.72
CCNC(C)C=O,-1728.07
C1CN2CCC1C2,-1795.54
CCNCC(C)O,-1860.48
CCNCC(C)=O,-1732.59
CCNCCC=O,-1727.42
C[C](N)C=C[N]O,-1449.31
CC(N)=CC(N)=O,-1508.36
CC(=NO)C(C)N,-1580.34
CC(N)C[CH][N]O,-1577.76
CC(N)CC(N)=O,-1632.27
CCN=C(C)NO,-1576.99
CCN(C)[CH][N]O,-1572.45
C1CN2CC(C2)N1,-1639.97
CCN(C)C(N)=O,-1632.05
CCNC[CH][N]O,-1570.95
CCNCC(N)=O,-1626.77
CCNCCOC,-1850.08
CC(N)=CC(=O)O,-1427.51
CC(N)CC(=O)O,-1565.9
CCNCC(=O)O,-1555.53
C=CN=CNC=O,-1349.74
C=CN(C=N)C=O,-1337.21
[CH]1C=C[C]2CCN12,-1511
CCCC1CCC1,-2044.34
CC(N)(CN)CO,-1735.5
CC(N)C(N)CO,-1738.8
CC(N)CNC=O,-1625.46
CCN=C(N)C=O,-1480.88
CC[N][CH]N(C)O,-1569.14
CC[N][CH]NC=O,-1487.75
CCN(C=N)C=O,-1487.8
CCN(C)NC=O,-1597.39
CCNC(=N)CO,-1610.32
C1=CC2CCN2C1,-1639.14
CC[N][CH]NOC,-1561.11
CCNC(=N)OC,-1613.15
C=CC(C)(N)CO,-1722.86
C#CC(C)(N)CO,-1565.57
C=CC(O)C(C)N,-1723.01
C#CC(O)C(C)N,-1560.92
C=COCC(C)N,-1717.74
[CH]1C=N[C]2CCN12,-1389.73
C=CC(C)NC=O,-1606.2
C#CC(C)NC=O,-1449.08
CCNC(=O)CC,-1756.52
C=CC(=O)NCC,-1612.17
C#CC(=O)NCC,-1451.06
CC(N)C(O)CN,-1739.36
CC(C#N)NC=O,-1356.95
CCNC(=O)CN,-1628.37
CCNC(=O)C#N,-1355.27
C=CN(C=O)C=O,-1280.55
CC(N)(CO)CO,-1668.51
CC(N)C(O)CO,-1667.77
CC(N)COC=O,-1547.29
CC(C=O)NC=O,-1422.4
CCN(C=O)C=O,-1430.49
CCNC(=O)CO,-1556.59
C1=NCC2CCN12,-1520.53
CCNC(=O)C=O,-1422.61
C=CN(C=O)N=C,-1315.2
[CH2][N]OCC(C)N,-1565.05
C=NN(C=O)CC,-1463.15
CCNC(=O)NC,-1633.9
CCNC(=O)OC,-1563.94
CC(=NN)C1CO1,-1428.62
C[CH][N]NCCO,-1581.78
C[CH][N][N][CH]CO,-1450.2
C[CH][N][N][CH]C=O,-1317.55
[CH]1C=NN2CC[C]12,-1378.13
CC=NN(C)C=O,-1468.85
C[CH][N]NC(C)=O,-1478.34
C[CH][N]NCC=O,-1446.21
CC(=N)NCCO,-1614.65
CC(=N)NC(C)=O,-1500
CC(=N)NCC=O,-1481.2
[CH2][N]NC(C)C=O,-1444.96
CCN(N)C(C)=O,-1607.4
CCN(C=O)NC,-1597.85
CCN[N][CH]CO,-1580.8
C1=NN2CCC2C1,-1507.4
CCN[N][CH]C=O,-1451.77
CCNN(C)C=O,-1595.62
CCNNC(C)=O,-1607.19
CCN[N][CH]OC,-1577.57
C=CN(O)C(C)=N,-1439.5
C[CH][N]OC1CC1,-1550.43
CC(=NO)C1CC1,-1562.02
CC(=NO)C1CN1,-1425.63
CC(=NO)C1CO1,-1353.27
C[CH][N]OC(C)C,-1702.37
C1CN(C2CC2)C1,-1761.93
C=CCO[N][CH]C,-1553.18
C#CCO[N][CH]C,-1395.04
C[CH][N]OCCN,-1569.1
C[CH][N]OCC#N,-1302.59
CCN(O)C(C)=N,-1575.72
CCN(C=N)OC,-1564.39
C[CH][N]OCCO,-1500.52
C[CH][N]OC(C)=O,-1389.8
C[CH][N]OCC=O,-1364.76
CCN(O)C(C)=O,-1525.43
C1CNC2(C1)CC2,-1786.07
CCN(C=O)OC,-1507.43
CCN(O)[CH][N]C,-1570.4
CC(=NO)N1CC1,-1423.24
C=CN=C(C)NO,-1432.78
CCOC1CC1N,-1708.8
CC(O)C1CC1N,-1719.34
CC(=O)C1CCN1,-1585.65
CC(O)C1CCN1,-1716.12
CC(O)C1(C)CN1,-1719.65
CC(O)C1CN1C,-1713.11
C1CNC2CC2C1,-1784.07
CCOC1CNC1,-1704.23
C=COC1CNC1,-1562.32
CC(=O)C1CNC1,-1582.32
CC(O)C1CNC1,-1710.07
CC(O)C1NC1C,-1717.55
CC(O)C1(N)CC1,-1722.72
CCOCC1CN1,-1706.1
C=COCC1CN1,-1565.33
CC(=O)CC1CN1,-1589.11
CC(O)CC1CN1,-1717.88
C1CNC2CC2N1,-1648.88
CC(C)C1CCC1,-2045.12
CCOCCCN,-1857.06
C=COC=CC#N,-1314.53
C=COC(=C)C#N,-1306.95
C=COCCC#N,-1454.24
CC(=O)C=CC#N,-1334.61
C=C(C#N)C(C)=O,-1331.28
CC(=O)C(C)=CN,-1611.43
CC(=O)C#CC#N,-1161.81
CC(=O)CCC#N,-1478.89
CC(O)CCCN,-1865.45
C1=CCNCCC1,-1786.95
C=CC(C)(O)C#N,-1453.94
C#CC(C)(O)C#N,-1291.9
CC(O)C=CCN,-1721.94
CC(O)C=CC#N,-1461.35
C=C(CN)C(C)O,-1720.72
C=C(C#N)C(C)O,-1460.91
CC(O)C(C)CN,-1867.93
CC(O)C(C)(C)N,-1870.74
CC(O)C(C)C#N,-1601.97
CC(O)C#CCN,-1566.44
C1CNCCNC1,-1794.29
CC(O)C#CC#N,-1292.58
CC(O)CCC#N,-1605.31
C=COC(C)C#N,-1450.11
CCOC=CCN,-1718.67
CCOC=CC#N,-1459.88
C=C(CN)OCC,-1720.81
C=C(C#N)OCC,-1451.64
CCOC(C)CN,-1858.76
CCOC(C)C#N,-1593.91
CCOCC(C)N,-1859.97
C1=NNC2CC2C1,-1470.45
CCOCCC#N,-1595.71
CCOCCNC,-1851.51
CC(=NN)C(C)O,-1586.91
CC(O)C[CH][N]N,-1585.99
C=COC(C)=NN,-1445.52
CCOC(C)=NN,-1589.29
CCOC[CH][N]N,-1574.14
C1=CCC2(C1)CN2,-1645.86
CC(=O)C(C)=NO,-1384.91
CC(=O)C[CH][N]O,-1380.87
CC(=O)CC(N)=O,-1435.81
CC(=NO)C(C)O,-1511.09
CC(O)C[CH][N]O,-1508.17
CC(O)CC(N)=O,-1564.47
C=COC(C)=NO,-1362.61
CCOC(C)=NO,-1511.72
CCOC[CH][N]O,-1497.98
C1NC1CC1CN1,-1633.76
CCOCC(N)=O,-1554.79
CC(=O)CN1CC1,-1580.87
CC(O)CN1CC1,-1712.31
C=CC(C)(O)CN,-1721.17
C#CC(C)(O)CN,-1561
C=CC(N)C(C)O,-1721.82
C#CC(N)C(C)O,-1561.99
CC(O)CN(C)C,-1857.1
CC(O)(CN)CN,-1739.78
C1=CC2CC1CN2,-1652.22
CC(O)C(N)CN,-1740.29
CC(O)CNC=N,-1608.25
CC(=O)CNC=O,-1425.91
CC(O)(CN)CO,-1668.68
CC(O)C(N)CO,-1669.35
CC(O)CNC=O,-1555.97
[CH2][N][N][CH]OC=C,-1301.04
[CH2][N][N][CH]C(C)=O,-1317.18
[CH2][N]NCC(C)=O,-1451.24
[CH2][N][N][CH]C(C)O,-1445.16
C1=CC2CC2NC1,-1644.84
[CH2][N]NCC(C)O,-1578.67
CCO[CH][N]NC,-1579.2
[CH2][N][N][CH]OCC,-1447.75
CCOC(=N)NC,-1613.38
CCO[CH][N]OC,-1496.89
CC(O)C(O)CN,-1671.44
CCOC(=O)CN,-1552.43
[CH2][N]OCOC=C,-1345.32
[CH2][N]OCC(C)=O,-1366.19
[CH2][N]OCC(C)O,-1497.64
C1=CC2NCC2C1,-1645.38
CCOC(=O)NC,-1564.61
[CH2][N]OCOCC,-1488.72
CC(=O)N1CCC1,-1605.32
CC(=O)NC1CC1,-1608.18
C=CCNC(C)=O,-1610.4
C#CCNC(C)=O,-1453.35
[CH2][N]OC(C)C=C,-1549.57
C#CC(C)O[N][CH2],-1391.34
CC[CH][N]OCC,-1699.78
CCON=C(C)C,-1704.91
C1=CC2CNC2C1,-1643.1
[CH2]C=C[N]OCC,-1558.56
C#C[CH][N]OCC,-1396.15
CC(=O)NCCN,-1629.05
CC(=O)NCC#N,-1360.84
[CH2][N]OC(C)C#N,-1299.28
CCO[N][CH]CN,-1569.61
CCO[N][CH]C#N,-1302.67
CCON(C)C=N,-1566.58
CCONC(C)=N,-1574.47
CC(=O)NCCO,-1559.48
C1NC2CNC1C2,-1666.96
CC(C)C1(C)CC1,-2046.73
CC(=O)NC(C)=O,-1443.74
CC(=O)NCC=O,-1426.35
[CH2][N]OC(C)C=O,-1361.93
CCO[N][CH]CO,-1498.91
CCO[N][CH]C=O,-1368.78
CCON(C)C=O,-1510.16
CCONC(C)=O,-1519.2
CCO[N][CH]NC,-1572.65
CCO[N][CH]OC,-1496.96
CC(=O)NN1CC1,-1449.87
c1[nH]cc2c1CN2,-1365.99
C=CN(N)C(C)=O,-1466.88
C=CN(O)C(C)=O,-1384.44
CC(=O)OCCN,-1553.3
CN1C2COCC21,-1569.33
CN1CC1C1CO1,-1555.1
CN1CC1CCO,-1710.63
CN1CC1(C)CO,-1708.01
CC(=O)C1CN1C,-1581.83
CN1CC1CC=O,-1577.09
CN1CC1[CH][N]O,-1419.38
C1NCC1C1CN1,-1627.1
CN1CC1C(N)=O,-1477.5
CN1CC1C(=O)O,-1406.56
CN1CC2OC2C1,-1571.53
CN1CCC1CO,-1707.83
CN1CC(C=O)C1,-1573.47
CN1CCC1C=O,-1574.95
Cn1cccc1O,-1476.14
CN1C=CCC1=O,-1486.36
CN1CC=CC1=O,-1487.22
CN1CCCC1=O,-1628.6
C1NCC2CC1C2,-1782.09
Cn1ccc(O)c1,-1476.61
CN1CC(C)(O)C1,-1711.1
CN1CC(CO)C1,-1707.22
CN1CCC(=O)C1,-1604.52
CN1CCC(O)C1,-1729.98
Cn1ccc(=O)[nH]1,-1343.04
CN1CCC(=O)N1,-1472.6
Cn1ccc(=O)o1,-1257.89
Cn1cc[nH]c1=O,-1374.87
CN1CC(N)C1=O,-1477.71
C1NCC2CC1N2,-1645.68
CN1CCNC1=O,-1506.22
CN1C=CO[C]1[NH],-1342.31
CN1CCO[C]1[NH],-1480.05
Cn1ccoc1=O,-1292.55
CN1CC(O)C1=O,-1406.99
CN1CCOC1=O,-1433.18
CN1CCOCC1,-1720.75
Cn1cc(O)cn1,-1344.42
CN1CC(O)C=N1,-1455.5
C1NCC2NCC12,-1611.63
CN1CCOC=N1,-1455.56
CN1C=NOCC1,-1441.53
CN1C=NCC1=O,-1364.84
Cn1nccc1O,-1347.17
CN1N=CCC1=O,-1349.66
